Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal
Work,Studio portrait of a bride and a groom 28,ark:/21198/z1c843cr,ark:/21198/z1cg1h7v,afdsfa/0072sr00044_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00044,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Group studio portrait 3,ark:/21198/z17h3bpg,ark:/21198/z1cg1h7v,afdsfa/0072sr00045_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,15.4 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00045,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,childhood|~|toddlerhood|~|family ties|~|brotherhood|~|sisterhood|~|siblinghood|~|sister|~|brother|~|posing,Alexandria (Egypt),
Work,Group studio portrait 4,ark:/21198/z13r2m12,ark:/21198/z1cg1h7v,afdsfa/0072sr00046_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00046,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,family|~|family ties|~|posing|~|motherhood|~|fatherhood|~|siblinghood|~|childhood|~|brotherhood|~|gender norms|~|mother|~|father|~|sister|~|brother,Alexandria (Egypt),
Work,Studio portrait 63,ark:/21198/z1030jmm,ark:/21198/z1cg1h7v,afdsfa/0072sr00047_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00047,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,toddlerhood|~|posing,Alexandria (Egypt),
Work,Studio portrait 64,ark:/21198/z1vb0272,ark:/21198/z1cg1h7v,afdsfa/0072sr00048_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00048,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|toddlerhood|~|girlhood|~|sisterhood,Alexandria (Egypt),
Work,Studio portrait 65,ark:/21198/z1qj99fw,ark:/21198/z1cg1h7v,afdsfa/0072sr00049_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.8 cm x 14.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00049,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|boyhood|~|childhood,Alexandria (Egypt),
Work,Studio portrait of a family 2,ark:/21198/z1ks8jpq,ark:/21198/z1cg1h7v,afdsfa/0072sr00050_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.7 cm x 14.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00050,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,family|~|motherhood|~|fatherhood|~|childhood|~|posing|~|social norms|~|father|~|mother|~|brother|~|sister|~|siblinghood,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 29,ark:/21198/z1g17sxv,ark:/21198/z1cg1h7v,afdsfa/0072sr00051_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.7 cm x 14.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00051,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 30,ark:/21198/z1b8728t,ark:/21198/z1cg1h7v,afdsfa/0072sr00052_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.6 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00052,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait 66,ark:/21198/z16m50xz,ark:/21198/z1cg1h7v,afdsfa/0072sr00053_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00053,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,childhood|~|posing|~|girlhood,Alexandria (Egypt),
Work,Studio portrait 67,ark:/21198/z12v488j,ark:/21198/z1cg1h7v,afdsfa/0072sr00054_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00054,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,childhood|~|boyhood|~|posing,Alexandria (Egypt),
Work,Group studio portrait 5,ark:/21198/z1z33rwh,ark:/21198/z1cg1h7v,afdsfa/0072sr00055_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00055,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,womanhood|~|modern fashion|~|modern hairstyle|~|social norms|~|gender norms,Alexandria (Egypt),
Work,Group portrait 4,ark:/21198/z1tb3144,ark:/21198/z1cg1h7v,afdsfa/0072sr00056_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00056,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|family ties|~|motherhood|~|childhood|~|boyhood|~|siblinghood,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 31,ark:/21198/z1pk2892,ark:/21198/z1cg1h7v,afdsfa/0072sr00057_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00057,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait 68,ark:/21198/z1jt1hjw,ark:/21198/z1cg1h7v,afdsfa/0072sr00058_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.8 cm x 14.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00058,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|photomontage|~|handwriting|~|desk work,Alexandria (Egypt),
Work,Studio portrait of two siblings,ark:/21198/z1f20rvx,ark:/21198/z1cg1h7v,afdsfa/0072sr00059_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00059,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,siblinghood|~|childhood|~|brother|~|sister|~|posing|~|social norms,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 32,ark:/21198/z19c8qhx,ark:/21198/z1cg1h7v,afdsfa/0072sr00060_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,15 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00060,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait 69,ark:/21198/z15m7zv3,ark:/21198/z1cg1h7v,afdsfa/0072sr00061_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00061,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,babyhood|~|superstition,Alexandria (Egypt),
Work,Studio portrait 70,ark:/21198/z11v775m,ark:/21198/z1cg1h7v,afdsfa/0072sr00062_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.2 cm x 9.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00062,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|bedouin|~|role play|~|tradition|~|traditional attire|~|bedouin clothing,Alexandria (Egypt),
Work,Studio portrait 71,ark:/21198/z1x36qp7,ark:/21198/z1cg1h7v,afdsfa/0072sr00063_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.3 cm x 9.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00063,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|bedouin|~|role play|~|tradition|~|traditional attire|~|bedouin clothing,Alexandria (Egypt),
Work,Studio portrait 72,ark:/21198/z1sb5zwm,ark:/21198/z1cg1h7v,afdsfa/0072sr00064_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00064,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|toddlerhood,Alexandria (Egypt),
Work,Studio portrait 73,ark:/21198/z1nk5747,ark:/21198/z1cg1h7v,afdsfa/0072sr00065_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00065,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|toddlerhood,Alexandria (Egypt),
Work,Studio portrait 74,ark:/21198/z1ht4ggd,ark:/21198/z1cg1h7v,afdsfa/0072sr00066_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00066,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,infancy|~|superstition,Alexandria (Egypt),
Work,Studio portrait 75,ark:/21198/z1d52f2c,ark:/21198/z1cg1h7v,afdsfa/0072sr00067_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00067,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|self-presentation|~|traditional attire|~|masculinity|~|tribalism,Alexandria (Egypt),
Work,Studio portrait 76,ark:/21198/z18d1pdj,ark:/21198/z1cg1h7v,afdsfa/0072sr00068_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00068,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|toddlerhood,Alexandria (Egypt),
Work,Studio portrait 77,ark:/21198/z14n0xrq,ark:/21198/z1cg1h7v,afdsfa/0072sr00069_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.7 cm x 14.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00069,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|toddlerhood,Alexandria (Egypt),
Work,Bridal studio portrait 5,ark:/21198/z10w05zg,ark:/21198/z1cg1h7v,afdsfa/0072sr00070_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00070,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride,Alexandria (Egypt),
Work,Studio portrait 78,ark:/21198/z1w39pfh,ark:/21198/z1cg1h7v,afdsfa/0072sr00071_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00071,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|toddlerhood,Alexandria (Egypt),
Work,Studio portrait 79,ark:/21198/z1rb8xpb,ark:/21198/z1cg1h7v,afdsfa/0072sr00072_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00072,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|boyhood|~|childhood|~|self-presentation,Alexandria (Egypt),
Work,Studio portrait 80,ark:/21198/z1mk8619,ark:/21198/z1cg1h7v,afdsfa/0072sr00073_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00073,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|boyhood|~|toddlerhood|~|self-presentation,Alexandria (Egypt),
Work,Studio portrait 81,ark:/21198/z1gx64pf,ark:/21198/z1cg1h7v,afdsfa/0072sr00074_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00074,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing,Alexandria (Egypt),
Work,Studio portrait 82,ark:/21198/z1c55d1b,ark:/21198/z1cg1h7v,afdsfa/0072sr00075_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.6 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00075,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing,Alexandria (Egypt),
Work,Studio portrait of a couple 4,ark:/21198/z17d4nch,ark:/21198/z1cg1h7v,afdsfa/0072sr00076_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.5 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00076,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|couple|~|family ties|~|gender norms,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 33,ark:/21198/z13n3wmb,ark:/21198/z1cg1h7v,afdsfa/0072sr00077_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00077,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait 83,ark:/21198/z1zw3d2j,ark:/21198/z1cg1h7v,afdsfa/0072sr00078_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00078,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,chidhood|~|boyhood|~|posing,Alexandria (Egypt),
Work,Studio portrait of a couple 5,ark:/21198/z1v42n9p,ark:/21198/z1cg1h7v,afdsfa/0072sr00079_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.6 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00079,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,husband|~|wife|~|couple|~|social norms|~|posing|~|married couple,Alexandria (Egypt),
Work,Studio portrait 84,ark:/21198/z1qc1wnv,ark:/21198/z1cg1h7v,afdsfa/0072sr00080_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.8 cm x 14.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00080,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,photomontage|~|posing|~|self-presentation|~|army|~|egyptian army|~|military|~|militarism|~|second lieutenant,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 34,ark:/21198/z1kp9v8d,ark:/21198/z1cg1h7v,afdsfa/0072sr00081_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00081,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 35,ark:/21198/z1fx93nd,ark:/21198/z1cg1h7v,afdsfa/0072sr00082_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.5 cm x 9.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00082,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 36,ark:/21198/z1b58bx0,ark:/21198/z1cg1h7v,afdsfa/0072sr00083_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00083,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 37,ark:/21198/z16d7m57,ark:/21198/z1cg1h7v,afdsfa/0072sr00084_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00084,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 38,ark:/21198/z12n6vcm,ark:/21198/z1cg1h7v,afdsfa/0072sr00085_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00085,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait 85,ark:/21198/z1xw6bw9,ark:/21198/z1cg1h7v,afdsfa/0072sr00086_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00086,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|gender norms|~|military|~|army|~|egyptian army|~|masculinity|~|fraternity|~|toddlerhood,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 39,ark:/21198/z1t45m76,ark:/21198/z1cg1h7v,afdsfa/0072sr00087_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.8 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00087,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 40,ark:/21198/z1pg3jtf,ark:/21198/z1cg1h7v,afdsfa/0072sr00088_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.6 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00088,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 41,ark:/21198/z1jq2t51,ark:/21198/z1cg1h7v,afdsfa/0072sr00089_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.6 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00089,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom|~|heightism,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 42,ark:/21198/z1dz22hk,ark:/21198/z1cg1h7v,afdsfa/0072sr00090_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00090,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait 86,ark:/21198/z19619q8,ark:/21198/z1cg1h7v,afdsfa/0072sr00091_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00091,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing,Alexandria (Egypt),
Work,Studio portrait 87,ark:/21198/z15f0jz3,ark:/21198/z1cg1h7v,afdsfa/0072sr00092_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.8 cm x 14.6 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00092,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|photomontage|~|self-presentation|~|second lieutenant|~|military|~|army|~|egyptian army|~|militarism,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 43,ark:/21198/z11n9t6s,ark:/21198/z1cg1h7v,afdsfa/0072sr00093_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00093,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom|~|heightism,Alexandria (Egypt),
Work,Studio portrait of a bride and a groom 44,ark:/21198/z1ww99tt,ark:/21198/z1cg1h7v,afdsfa/0072sr00094_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00094,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|couple|~|married couple|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride|~|groom,Alexandria (Egypt),
Work,Studio portrait of a couple 6,ark:/21198/z1s778f7,ark:/21198/z1cg1h7v,afdsfa/0072sr00095_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,9.8 cm x 14.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00095,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,marriage|~|couple|~|gender norms|~|married couple|~|tradition|~|customs|~|posing,Alexandria (Egypt),
Work,Group studio portrait 6,ark:/21198/z1ng6htv,ark:/21198/z1cg1h7v,afdsfa/0072sr00096_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00096,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,family|~|fatherhood|~|motherhood|~|parenthood|~|infancy|~|superstition,Alexandria (Egypt),
Work,Studio portrait 88,ark:/21198/z1hq5s40,ark:/21198/z1cg1h7v,afdsfa/0072sr00097_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00097,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,posing|~|self-presentation|~|uniform|~|army|~|egyptian army|~|military|~|airborne corps|~|militarism,Alexandria (Egypt),
Work,Bridal studio portrait 6,ark:/21198/z1cz51br,ark:/21198/z1cg1h7v,afdsfa/0072sr00098_DC01M.pdf,,Studio Roy Collection,,1930-1970,1930/1970,,,,14.7 cm x 9.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0072sr00098,Studio Roy,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,wedding garments|~|marriage|~|gender norms|~|commemoration|~|celebration|~|tradition|~|customs|~|posing|~|bride,Alexandria (Egypt),
